Wall time,Step,Value
1704800162.2968845,0,0.007435012608766556
1704800262.0445683,1,0.008520830422639847
1704800281.9754915,2,0.011601770296692848
1704800298.1092005,3,0.016127899289131165
1704800314.1567497,4,0.024177977815270424
1704800330.4094574,5,0.03637633100152016
1704800346.0967295,6,0.054747212678194046
1704800362.1141264,7,0.0769113078713417
1704800378.046341,8,0.10436400026082993
1704800394.148715,9,0.13541555404663086
1704800410.693084,10,0.1592543125152588
1704800427.3470836,11,0.18923160433769226
1704800443.814648,12,0.22035422921180725
1704800460.2220743,13,0.24586355686187744
1704800476.9674485,14,0.2639845609664917
1704800493.820718,15,0.287827730178833
1704800510.4899418,16,0.3079863488674164
1704800527.4219098,17,0.31334784626960754
1704800544.169682,18,0.33568501472473145
1704800560.9995792,19,0.34877535700798035
1704800577.599359,20,0.35559219121932983
1704800594.1313925,21,0.3695128262042999
1704800611.209929,22,0.3718450665473938
1704800628.427107,23,0.3894912302494049
1704800645.0195792,24,0.38949817419052124
1704800661.523719,25,0.39022350311279297
1704800678.764809,26,0.3981698751449585
1704800695.606412,27,0.41053539514541626
1704800712.9147673,28,0.41360563039779663
1704800730.0614855,29,0.41769710183143616
1704800746.9596992,30,0.41476088762283325
1704800763.6618996,31,0.42918550968170166
1704800780.797974,32,0.4321576654911041
1704800797.735573,33,0.43515723943710327
1704800815.100081,34,0.43153026700019836
1704800831.9429824,35,0.4339698553085327
1704800848.7923899,36,0.4431566596031189
1704800865.2989135,37,0.4495721757411957
1704800881.649597,38,0.4387768805027008
1704800898.516991,39,0.4538983106613159
1704800914.787039,40,0.45729362964630127
1704800931.417749,41,0.45362746715545654
1704800948.0159967,42,0.4539633095264435
1704800964.5628629,43,0.46663492918014526
1704800981.3407798,44,0.46703583002090454
1704800998.3319697,45,0.46846169233322144
1704801015.1393936,46,0.4668116867542267
1704801031.8375316,47,0.4716205298900604
1704801048.1100287,48,0.47534945607185364
1704801065.3166902,49,0.4732978045940399
1704801082.6545162,50,0.4827961325645447
1704801099.1250255,51,0.4714325964450836
1704801116.3546665,52,0.46916308999061584
1704801132.6391177,53,0.4797273278236389
1704801149.1403432,54,0.484404593706131
1704801165.9695334,55,0.4860742688179016
1704801182.4318354,56,0.48278412222862244
1704801199.1865122,57,0.4837920069694519
1704801215.4598935,58,0.48918235301971436
1704801231.6761427,59,0.4789465367794037
1704801248.8637733,60,0.48949921131134033
1704801266.3546495,61,0.494515597820282
1704801282.7805412,62,0.49799588322639465
1704801299.7431712,63,0.49318814277648926
1704801316.4524717,64,0.498319536447525
1704801332.2167718,65,0.4959784746170044
1704801348.4625995,66,0.5000351071357727
1704801365.0921621,67,0.5148090124130249
1704801382.3454268,68,0.5051783323287964
1704801399.4202611,69,0.4987586438655853
1704801416.1797988,70,0.49783095717430115
1704801432.7776284,71,0.49131184816360474
1704801449.3309505,72,0.4949283003807068
1704801466.2367682,73,0.4985257089138031
1704801482.8524408,74,0.5052540302276611
