Wall time,Step,Value
1704804396.5535488,0,0.021510977298021317
1704804416.3377001,1,0.03142363205552101
1704804567.280422,0,0.009355812333524227
1704804587.6502783,1,0.010945104993879795
1704806207.6966267,0,0.02064664475619793
1704806228.2002563,1,0.030291235074400902
1704806246.6436825,2,0.034318335354328156
1704806265.2591193,3,0.03462205454707146
1704806283.2667074,4,0.04360002279281616
1704806301.6324513,5,0.061340536922216415
1704806320.1746325,6,0.09105713665485382
1704806339.2782292,7,0.13003399968147278
1704806359.083331,8,0.17363254725933075
1704806378.6185088,9,0.2114262729883194
1704806398.3710012,10,0.24369749426841736
1704806417.700487,11,0.27479568123817444
1704806437.3416235,12,0.2932909429073334
1704806456.8455858,13,0.31989648938179016
1704806476.5172362,14,0.32848697900772095
1704806495.765106,15,0.342210978269577
1704806514.8556154,16,0.35606637597084045
1704806534.3895507,17,0.37149253487586975
1704806554.1586347,18,0.37232303619384766
1704806573.5528128,19,0.362667053937912
1704806593.1430266,20,0.3866428732872009
1704806613.665678,21,0.39502406120300293
1704806632.6380005,22,0.39889422059059143
1704806652.1538172,23,0.4082428514957428
1704806672.1384082,24,0.41763225197792053
1704806691.098145,25,0.4159013330936432
1704806710.7050815,26,0.4258185625076294
1704806729.0544171,27,0.4273761510848999
1704806748.451952,28,0.4322413504123688
1704806768.0597734,29,0.431770920753479
1704806787.5201812,30,0.44529396295547485
1704806806.1442418,31,0.4459754526615143
1704806825.7417989,32,0.4603556990623474
1704806844.1726923,33,0.45724034309387207
1704806862.6348407,34,0.46139463782310486
1704806881.57418,35,0.4577235281467438
1704806901.3341067,36,0.4721049666404724
1704806920.6322293,37,0.4658411741256714
1704806940.0520964,38,0.47265082597732544
1704806958.590142,39,0.4673578143119812
1704806978.4136524,40,0.46719691157341003
1704806998.066585,41,0.47785210609436035
1704807016.3992813,42,0.4781306982040405
1704807035.4541824,43,0.4830029606819153
1704807053.7685227,44,0.48744285106658936
1704807072.3362367,45,0.4954696595668793
1704807091.6614485,46,0.4966951608657837
1704807109.705143,47,0.4924915134906769
1704807129.3660471,48,0.4992566406726837
1704807148.0036676,49,0.5028892159461975
1704807166.4951956,50,0.49727678298950195
1704807185.0377042,51,0.49721774458885193
1704807203.9925983,52,0.4918455481529236
1704807222.312555,53,0.49338486790657043
1704807240.9622333,54,0.4993950426578522
1704807260.7100766,55,0.49171778559684753
1704807280.2103899,56,0.50653076171875
1704807298.9282737,57,0.5018393397331238
1704807317.3041766,58,0.5012534856796265
1704807338.2487173,59,0.5161917805671692
1704807357.6772885,60,0.5121781229972839
1704807376.2670512,61,0.5100877285003662
1704807394.5479908,62,0.5052492022514343
1704807412.7427902,63,0.5062026977539062
